1
135.00,27.00,43.00,125.00
135.00,27.00,43.00,125.00
134.00,27.00,43.00,125.00
134.00,28.00,43.00,125.00
133.00,28.00,43.00,125.00
133.00,29.00,43.00,125.00
132.00,29.00,43.00,125.00
132.00,29.00,43.00,125.00
131.00,30.00,43.00,125.00
131.00,30.00,43.00,125.00
131.00,31.00,43.00,125.00
130.00,31.00,43.00,125.00
130.00,32.00,43.00,125.00
129.00,32.00,43.00,125.00
129.00,33.00,43.00,125.00
128.00,33.00,43.00,125.00
128.00,33.00,43.00,125.00
128.00,32.00,43.00,125.00
129.00,31.00,43.00,125.00
129.00,31.00,43.00,125.00
129.00,30.00,43.00,125.00
130.00,30.00,43.00,125.00
130.00,30.00,43.00,125.00
131.00,30.00,43.00,125.00
131.00,30.00,43.00,125.00
131.00,30.00,43.00,125.00
132.00,30.00,43.00,125.00
132.00,31.00,43.00,125.00
132.00,31.00,43.00,125.00
133.00,31.00,43.00,125.00
133.00,32.00,43.00,125.00
133.00,32.00,43.00,125.00
133.00,33.00,43.00,125.00
132.00,33.00,43.00,125.00
132.00,33.00,43.00,125.00
131.00,34.00,43.00,125.00
131.00,34.00,43.00,125.00
130.00,34.00,43.00,125.00
130.00,34.00,43.00,125.00
129.00,34.00,43.00,125.00
129.00,34.00,43.00,125.00
129.00,34.00,43.00,125.00
129.00,34.00,43.00,125.00
129.00,34.00,43.00,125.00
129.00,35.00,43.00,125.00
129.00,35.00,43.00,125.00
129.00,35.00,43.00,125.00
129.00,36.00,43.00,125.00
129.00,36.00,43.00,125.00
129.00,36.00,43.00,125.00
129.00,36.00,43.00,125.00
129.00,36.00,43.00,125.00
129.00,36.00,43.00,125.00
128.00,36.00,43.00,125.00
128.00,36.00,43.00,125.00
128.00,36.00,43.00,125.00
129.00,36.00,43.00,125.00
129.00,35.00,43.00,125.00
129.00,35.00,43.00,125.00
130.00,35.00,43.00,125.00
130.00,35.00,43.00,125.00
131.00,35.00,43.00,125.00
131.00,35.00,43.00,125.00
132.00,35.00,43.00,125.00
132.00,35.00,43.00,125.00
132.00,35.00,43.00,125.00
133.00,35.00,43.00,125.00
147.00,59.00,43.00,125.00
147.00,99.00,43.00,125.00
159.00,92.00,43.00,125.00
167.00,92.00,43.00,125.00
169.00,132.00,43.00,125.00
179.00,131.00,43.00,125.00
2
0
0
0
0
1
95.00,34.00,65.00,125.00
91.00,33.00,65.00,125.00
88.00,32.00,65.00,125.00
87.00,32.00,65.00,125.00
86.00,31.00,65.00,125.00
85.00,30.00,65.00,125.00
85.00,31.00,65.00,125.00
87.00,34.00,65.00,125.00
88.00,35.00,65.00,125.00
90.00,33.00,65.00,125.00
89.00,33.00,65.00,125.00
90.00,32.00,65.00,125.00
90.00,33.00,65.00,125.00
88.00,30.00,65.00,125.00
88.00,31.00,65.00,125.00
88.00,33.00,65.00,125.00
90.00,36.00,65.00,125.00
93.00,35.00,65.00,125.00
93.00,35.00,65.00,125.00
97.00,39.00,65.00,125.00
95.00,35.00,65.00,125.00
95.00,34.00,65.00,125.00
97.00,34.00,65.00,125.00
96.00,36.00,65.00,125.00
95.00,37.00,65.00,125.00
92.00,37.00,65.00,125.00
91.00,-12.00,65.00,125.00
90.00,-17.00,65.00,125.00
90.00,-16.00,65.00,125.00
91.00,-17.00,65.00,125.00
91.00,-17.00,65.00,125.00
93.00,-17.00,65.00,125.00
95.00,-22.00,65.00,125.00
96.00,-21.00,65.00,125.00
94.00,-22.00,65.00,125.00
93.00,-19.00,65.00,125.00
97.00,-25.00,65.00,125.00
97.00,-24.00,65.00,125.00
97.00,-22.00,65.00,125.00
96.00,-22.00,65.00,125.00
95.00,-21.00,65.00,125.00
96.00,-20.00,65.00,125.00
97.00,-20.00,65.00,125.00
98.00,-19.00,65.00,125.00
96.00,-19.00,65.00,125.00
94.00,-18.00,65.00,125.00
82.00,-20.00,65.00,125.00
80.00,-19.00,65.00,125.00
76.00,-20.00,65.00,125.00
77.00,-20.00,65.00,125.00
